load,tot,bot,ov,mio,vibration,vib_level,bulging,threat
0.250437085,69.01399893,73.01399893,997.3939903,0.002045342,247.0078009,4,0,0
0.209651518,67.81304057,71.81304057,994.3653494,0.003816023,128.3392755,4,0,0
0.144354622,66.33364844,70.33364844,986.5136998,0.00396632,119.2356708,4,0,0
0.420218236,76.30133542,79.30133542,983.365795,0.004038246,152.3718472,4,0,0
0.558604106,84.97046704,87.97046704,976.1272493,0.004341935,176.3661138,4,0,1
0.462266589,78.67618555,81.67618555,972.4259741,0.005378064,122.8729304,4,0,0
0.195148969,67.43731969,69.43731969,971.7004677,0.005662147,85.10981926,4,0,0
0.156465664,66.56681627,69.56681627,970.4837491,0.005890017,81.01306745,4,0,0
0.494230727,80.63289674,83.63289674,968.7637565,0.006484402,107.3498888,4,0,1
0.080911827,65.41899032,68.41899032,968.2257504,0.007845746,58.92093591,4,0,0
0.310887773,71.18567729,75.18567729,967.7696629,0.01223924,45.18572842,4,0,0
0.205356207,67.69895499,71.69895499,967.3923039,0.01293785,38.78198735,4,0,0
0.102462504,65.67190814,67.67190814,966.6485964,0.01448839,31.73213497,4,0,0
0.258235031,69.26786121,72.26786121,966.3507071,0.015543633,33.32649867,4,0,0
0.174342656,66.94530314,70.94530314,965.403075,0.018480543,26.62075413,4,0,0
0.331365785,72.02741015,76.02741015,965.2194481,0.021364536,26.55513234,4,0,0
0.259355899,69.30499086,73.30499086,963.6039873,0.021555173,24.45952158,4,0,0
0.539236863,83.60968925,87.60968925,963.5064505,0.021628572,35.15007741,4,0,1
0.144191881,66.33064311,69.33064311,963.4443264,0.022234942,21.46726939,4,0,0
0.005159764,65.00170388,67.00170388,962.8362704,0.022339825,20.24782477,4,0,0
0.0811767,65.42173803,67.42173803,962.7398834,0.022752615,20.13639601,4,0,0
0.17545238,66.97014641,69.97014641,962.2312048,0.023864953,20.40581823,4,0,0
0.21362935,67.92079994,69.92079994,960.8018623,0.024652078,20.05034348,4,0,0
0.314948794,71.34833554,75.34833554,960.55613,0.025302129,22.11962197,4,0,0
0.074285856,65.35317686,69.35317686,960.4111143,0.026354908,17.90665171,4,0,0
0.669506114,93.68725992,97.68725992,959.8990135,0.027035648,35.26599466,4,0,3
0.498762675,80.92090919,83.92090919,959.8218892,0.027235741,25.97772352,4,0,1
0.373743911,73.93980872,75.93980872,959.7085725,0.02754,21.2444017,4,0,0
0.272276843,69.74461947,72.74461947,959.079955,0.027963451,18.91759863,4,0,0
0.707341472,97.02124527,99.02124527,958.8588106,0.028254277,35.46143967,4,0,4
0.080638512,65.41616446,67.41616446,958.7528292,0.028421588,16.18430749,4,0,0
0.157982097,66.59733394,68.59733394,958.7329461,0.028686244,16.6108836,4,0,0
0.867127561,113.1222533,116.1222533,958.0136755,0.030014153,45.68416601,4,1,5
0.011618743,65.00863969,69.00863969,957.0420782,0.030694629,15.27148,4,0,0
0.147874689,66.39948312,69.39948312,956.7522017,0.031948705,15.07537783,4,0,0
0.484178168,80.00342387,83.00342387,956.4664383,0.034531434,20.10574777,4,0,1
0.108269151,65.75022139,69.75022139,956.2571408,0.035887265,13.36373191,4,0,0
0.247131651,68.90873938,72.90873938,956.1825602,0.036591075,14.35945331,4,0,0
0.285634557,70.22157442,72.22157442,956.0138898,0.036639583,14.4784738,4,0,0
0.013833899,65.01224811,67.01224811,955.9179459,0.037056999,12.29868023,4,0,0
0.259449601,69.3081021,73.3081021,955.6571875,0.038032771,13.97899278,4,0,0
0.123552197,65.9769693,69.9769693,954.9007078,0.038442758,12.57693266,4,0,0
0.088503199,65.50130024,69.50130024,954.6608444,0.039529196,12.06356757,4,0,0
0.276257797,69.88437572,72.88437572,954.1697798,0.04169404,12.80309282,4,0,0
0.096485908,65.59580995,67.59580995,953.7517007,0.041738882,11.13832124,4,0,0
0.157196425,66.58148583,70.58148583,953.651106,0.043108666,11.43115674,4,0,0
0.186880664,67.23516048,69.23516048,953.6074626,0.045097536,10.82432179,4,0,0
0.678810962,94.49019663,98.49019663,953.3393975,0.04550545,21.45205005,4,0,3
0.194082735,67.41075892,69.41075892,953.1704474,0.046646072,10.52374616,4,0,0
0.133265909,66.13662736,70.13662736,953.061102,0.046915991,10.37397713,4,0,0
0.055329569,65.19592712,67.19592712,952.9927797,0.050027134,9.188998566,4,0,0
0.245494517,68.85712371,72.85712371,952.8965317,0.050233307,10.48053335,4,0,0
0.282870912,70.12102098,73.12102098,952.7865069,0.050366952,10.68437713,4,0,0
0.262290965,69.40297921,73.40297921,952.7772022,0.051673723,10.34738687,4,0,0
0.264476933,69.47667508,73.47667508,952.5521041,0.052447292,10.21825438,4,0,0
0.126487267,66.02393783,70.02393783,952.4315899,0.056204539,8.636599316,4,0,0
0.315304519,71.36268413,75.36268413,952.324536,0.056635578,9.971333143,4,0,0
0.05050495,65.163248,69.163248,952.0639328,0.057214998,8.273744459,4,0,0
0.404460403,75.4696459,77.4696459,951.9484245,0.057863344,10.61419183,4,0,0
0.299303542,70.73328704,73.73328704,951.8986644,0.059800896,9.161973435,4,0,0
0.400865134,75.28434277,78.28434277,951.8351669,0.060238719,10.27879256,4,0,0
0.362178489,73.39508849,76.39508849,951.8097477,0.060971745,9.661702564,4,0,0
0.265322581,69.50534862,73.50534862,951.3978675,0.061307732,8.759105256,4,0,0
0.231961211,68.44358423,70.44358423,951.102704,0.061412276,8.254515398,4,0,0
0.02410554,65.03718893,67.03718893,950.4687601,0.061893556,7.411297927,4,0,0
