load,tot,bot,ov,mio,vibration,vib_level,bulging,threat
3.085062735,104.5127741,106.5127741,998.9848554,0.000822161,1355.361195,4,1,0
1.270722564,76.29906859,79.29906859,992.915184,0.002056516,296.3078501,4,0,0
1.116225234,68.10843338,71.10843338,990.7010987,0.002297985,212.7317029,4,0,0
0.785739839,89.0884786,92.0884786,986.445428,0.002447708,339.7771097,4,0,0
1.22569561,70.22585248,73.22585248,973.4596093,0.002597159,203.3972079,4,0,0
0.42017609,103.4805109,105.4805109,972.4171793,0.00398034,282.0057448,4,0,0
1.475918001,73.6492679,77.6492679,971.0003169,0.00406008,145.0614002,4,0,0
3.784357019,76.38226097,80.38226097,969.878808,0.00531637,119.0748607,4,0,0
1.299711704,121.0787419,124.0787419,969.2924704,0.005623892,275.5963323,4,1,0
1.833982995,93.71069972,96.71069972,968.9717023,0.00797255,117.3154931,4,0,0
1.41378214,125.712425,127.712425,967.7619867,0.008253242,201.0102555,4,1,0
1.179320403,84.74292031,86.74292031,967.4411286,0.008370081,90.77855009,4,0,0
3.23904905,104.5334894,107.5334894,966.5631271,0.008500454,136.812835,4,1,0
2.85748329,109.8132561,113.8132561,965.9830578,0.009339558,138.5325323,4,1,0
0.220384372,82.14756561,84.14756561,965.8403573,0.010550109,67.83814296,4,0,0
0.613500186,108.907342,112.907342,964.9557068,0.011232476,113.4479036,4,0,0
3.808402294,127.7851467,129.7851467,964.8291031,0.011539264,148.9624668,4,1,0
2.375721276,65.00155038,67.00155038,964.4683418,0.013565114,33.28872344,3,0,0
1.430231578,66.52567958,68.52567958,963.983443,0.014259932,33.16314007,3,0,0
3.690067228,73.44113368,76.44113368,961.9087812,0.014386195,40.56828714,4,0,0
0.285751544,85.44052044,89.44052044,961.6740287,0.015087162,52.66993349,4,0,0
2.752765381,121.8310544,124.8310544,960.7021225,0.015583966,101.5813342,4,1,0
0.775408268,70.84025028,73.84025028,960.5151202,0.015597763,34.9145727,3,0,0
1.302949749,66.54261113,70.54261113,960.2965237,0.016285382,30.01567189,3,0,0
0.367620471,76.99494174,78.99494174,959.4345063,0.017506892,36.21071502,3,0,0
1.349248983,108.7475122,111.7475122,959.3446419,0.017765956,71.30072537,4,1,0
3.928122754,70.32474035,74.32474035,959.1626283,0.018103658,30.10114016,3,0,0
0.421720082,112.2110703,116.2110703,959.1185614,0.019273643,70.54189102,4,0,0
2.207853137,109.2924055,113.2924055,958.9912078,0.019673364,65.62926404,4,1,0
1.370365164,66.10264206,69.10264206,958.9602338,0.019703012,24.17576611,3,0,0
0.936071761,99.971315,101.971315,958.6065404,0.022883175,46.47257614,4,1,0
1.219797099,86.63807363,89.63807363,958.6048749,0.023578198,34.35983462,3,0,0
5.296702947,88.83093682,92.83093682,957.330271,0.02646906,32.54293126,3,0,0
0.669779578,122.0341713,126.0341713,957.234155,0.027349476,58.74928234,4,0,0
0.973977228,117.0372078,121.0372078,956.8585548,0.027475719,53.88228878,4,1,0
0.555412576,119.5361743,123.5361743,956.701433,0.0295546,52.22662844,4,0,0
0.785945782,65.61584387,68.61584387,956.5811755,0.030036257,15.66987354,3,0,0
4.684017683,107.9874459,111.9874459,956.2922304,0.03105826,40.71691417,4,1,0
0.836783799,83.05450311,86.05450311,956.1507167,0.031146071,23.9997748,3,0,0
6.428064229,122.4289915,125.4289915,956.1149526,0.031734879,50.60987262,4,1,0
1.826360219,65.91367551,69.91367551,956.109148,0.03252642,14.8181477,3,0,0
2.130873141,100.9346547,104.9346547,955.4254339,0.032720241,33.88019878,3,1,0
1.092537436,71.57894545,73.57894545,954.5764554,0.032886989,16.7766028,3,0,0
1.830957048,69.66247563,72.66247563,954.4080373,0.033080664,16.03248314,3,0,0
0.51762024,77.14266229,79.14266229,953.9651158,0.033606648,19.04353602,3,0,0
1.326549731,116.0609415,119.0609415,953.8184809,0.035435961,40.8832536,4,1,0
0.828282693,116.7814203,120.7814203,953.7536542,0.03661151,40.39429449,4,1,0
3.096762239,74.41072421,76.41072421,953.7261327,0.036946198,16.13601942,3,0,0
0.990463486,70.52763026,74.52763026,953.7038513,0.037739307,14.60391008,3,0,0
6.80290105,88.43572108,91.43572108,953.548528,0.03833685,22.11996249,3,0,0
1.925399312,114.818044,117.818044,953.5290327,0.038590745,36.76248609,3,1,0
1.158106997,83.87887127,87.87887127,953.3913193,0.038681234,19.98782502,3,0,0
0.004921858,84.2100595,88.2100595,953.3100908,0.039248322,19.85303035,3,0,0
0.154398003,73.6830779,77.6830779,953.29569,0.040297581,14.9000448,3,0,0
5.014401641,95.07539719,98.07539719,952.8381475,0.042233354,23.17146596,3,0,0
5.969425224,106.6944134,109.6944134,952.6679889,0.043243655,28.40941067,3,1,0
0.363170365,77.15841892,79.15841892,951.664418,0.043380555,14.79454105,3,0,0
0.565139922,95.13797235,98.13797235,951.5346545,0.044659496,21.97113787,3,0,0
0.94232968,67.24356472,71.24356472,951.2988282,0.045267755,11.12475499,3,0,0
2.239683636,78.20847608,81.20847608,951.2222746,0.046826076,14.25887975,3,0,0
2.024438297,103.7874118,107.7874118,951.0769977,0.047385858,24.82265892,3,1,0
4.099500228,108.4102075,112.4102075,950.9745644,0.047885033,26.76130183,3,1,0
1.317621846,65.67418298,69.67418298,950.9179484,0.048802192,9.860165227,2,0,0
2.580141286,83.00526172,86.00526172,950.6053275,0.052386021,14.33557073,3,0,0
0.302082622,71.82036636,75.82036636,950.3931489,0.052645012,10.88361001,2,0,0
3.385921818,67.87454101,69.87454101,950.3304242,0.053683893,9.296238106,2,0,0
1.346150113,65.00091462,69.00091462,950.0909638,0.054221627,8.706359269,2,0,0
5.498176787,77.60969325,80.60969325,949.987172,0.055181203,11.93422796,3,0,0
1.398699795,97.05789084,99.05789084,949.7706788,0.055182868,18.34412057,3,0,0
5.534650146,66.21239204,68.21239204,949.3571998,0.056151827,8.472450043,2,0,0
1.504785736,71.92707726,73.92707726,949.319374,0.056434342,9.92521993,2,0,0
2.520964253,71.90255645,75.90255645,949.3088026,0.056979619,10.0895939,2,0,0
3.169907817,103.5549536,105.5549536,948.7693889,0.058285139,19.7665556,3,1,0
0.155252372,67.44240432,70.44240432,948.7668071,0.058782577,8.518421281,2,0,0
1.887140965,85.34419075,87.34419075,948.5138583,0.060335106,13.02549478,3,0,0
1.79277526,109.3927976,111.3927976,948.4772244,0.063408099,20.26162147,3,1,0
1.615728245,65.06680743,69.06680743,948.4122192,0.063701182,7.43848088,2,0,0
1.082924221,66.53653984,68.53653984,948.3459155,0.064081872,7.50378566,2,0,0
2.369804004,76.73660727,79.73660727,948.2440977,0.065033637,9.922066986,2,0,0
2.928635977,78.82131297,82.82131297,948.2343256,0.065065148,10.5808774,2,0,0
3.264946998,105.7819166,108.7819166,948.0760352,0.06649798,18.25225445,3,1,0
4.448657314,101.6370705,105.6370705,947.9840853,0.067404677,16.80263563,3,1,0
0.43292143,105.3511702,108.3511702,947.5274054,0.067505462,17.84605691,3,0,0
3.22111694,74.23725504,76.23725504,947.310088,0.067836552,8.807106086,2,0,0
3.634471044,65.51572539,69.51572539,946.8476458,0.068896159,6.981576462,2,0,0
1.493012752,114.1831656,118.1831656,946.8329318,0.070820703,20.12445424,3,1,0
0.826773777,67.60196695,70.60196695,946.8081139,0.07144477,7.055758664,2,0,0
1.063392436,65.07537312,67.07537312,946.7531383,0.072609076,6.349683827,2,0,0
3.829664965,75.47388809,78.47388809,946.5675509,0.073722584,8.48730355,2,0,0
1.131388536,66.77969509,70.77969509,946.5243121,0.074319947,6.71917501,2,0,0
2.212719644,66.17347255,69.17347255,946.4571919,0.074322526,6.507318564,2,0,0
0.288442486,80.77857732,84.77857732,946.3449129,0.075872769,9.537771985,2,0,0
5.947302068,67.14966906,70.14966906,946.2229412,0.075954548,6.554238548,2,0,0
0.858878905,73.00424576,75.00424576,945.9945021,0.076294787,7.586657662,2,0,0
3.166361479,71.06843729,75.06843729,945.8076416,0.076305253,7.392254123,2,0,0
1.324495465,101.2982724,104.2982724,945.6546685,0.079778845,14.00421719,3,1,0
2.551106385,97.36824154,99.36824154,945.5297535,0.081070409,12.62197657,3,0,0
1.585762309,108.0007424,112.0007424,945.4506917,0.081932496,15.61538061,3,1,0
0.831906747,66.32004464,70.32004464,945.4078321,0.08196019,6.018687535,2,0,0
5.690194342,125.9222747,128.9222747,945.3189284,0.082005476,20.9415737,3,1,0
0.131258456,127.7007301,129.7007301,945.2885603,0.082072408,21.34883698,3,0,0
2.284920163,89.80917485,91.80917485,945.1278204,0.082531272,10.57055293,2,0,0
3.323023925,65.29126797,68.29126797,944.5155228,0.082848568,5.698048887,2,0,0
0.73920687,108.7874909,112.7874909,944.1614531,0.083285882,15.60350774,3,1,0
2.304225351,104.4523275,108.4523275,944.1365267,0.084519451,14.19598496,3,1,0
5.518415471,90.40328946,93.40328946,944.0806693,0.085418228,10.47096576,2,0,0
1.750139897,99.93384249,103.9338425,943.8126539,0.085542777,12.86472277,3,1,0
2.220328034,66.6268099,68.6268099,943.5681607,0.088566081,5.471446123,2,0,0
4.155376596,95.55515034,99.55515034,943.4614441,0.088570436,11.38426225,3,0,0
2.102761605,122.0236021,126.0236021,943.2512455,0.089226334,18.27154579,3,1,0
1.312488385,117.3891038,119.3891038,943.0701846,0.08998602,16.51480386,3,1,0
0.581459285,127.1044979,131.1044979,942.9716317,0.090674693,19.48919003,3,0,0
4.866096257,72.49683629,74.49683629,942.91588,0.092226187,6.210544528,2,0,0
1.967111434,100.1521428,104.1521428,942.8651299,0.093229509,11.86657759,3,1,0
4.294233564,74.43062587,76.43062587,942.8455251,0.094529439,6.38280335,2,0,0
2.483539725,70.95771975,74.95771975,942.8174821,0.095137096,5.929778896,2,0,0
4.930201666,109.8629857,112.8629857,942.7884511,0.096818505,13.58408236,3,1,0
3.366892884,93.15254643,95.15254643,942.7760439,0.097872811,9.606043466,2,0,0
0.610211757,91.61407862,95.61407862,942.7609005,0.098001249,9.480928911,2,0,0
2.970829464,116.4926388,120.4926388,942.6870635,0.098275624,15.15115153,3,1,0
4.328633561,121.1409705,124.1409705,942.6458395,0.099998148,15.9538562,3,1,0
3.127757553,70.6167988,73.6167988,942.5636087,0.100408746,5.492913283,2,0,0
1.500005082,65.32357857,68.32357857,942.3748215,0.101788196,4.652854627,2,0,0
2.899382156,71.8017797,73.8017797,942.343282,0.102850147,5.467489903,2,0,0
1.888774548,68.79345225,71.79345225,942.2375363,0.103342197,5.072170546,2,0,0
1.085021424,114.610119,117.610119,942.0422304,0.103473327,13.82830236,3,1,0
0.944012143,70.57790641,72.57790641,941.9919004,0.105834415,5.138059468,2,0,0
1.363788901,77.75272774,81.75272774,941.9696722,0.107496136,6.277520077,2,0,0
1.726678676,74.87777258,78.87777258,941.7633966,0.108212328,5.795474633,2,0,0
2.61052056,83.85322974,86.85322974,941.7330897,0.108403686,7.134012871,2,0,0
2.620834805,67.2957102,71.2957102,941.5293473,0.109424307,4.656966511,2,0,0
3.138925182,97.63284209,100.6328421,941.175476,0.109742761,9.512379911,2,1,0
1.502709152,79.54934998,81.54934998,941.0587597,0.110189148,6.256069608,2,0,0
3.563322127,65.1779009,67.1779009,941.0528579,0.11076097,4.200742195,2,0,0
3.301813461,126.3982706,130.3982706,940.846817,0.111688791,15.68499757,3,1,0
1.395756524,111.0831573,114.0831573,940.8441637,0.111851012,12.04237467,3,1,0
0.901710248,75.72644181,78.72644181,940.8246431,0.112223614,5.646446773,2,0,0
2.486407319,73.56931756,75.56931756,940.6938625,0.112783162,5.240221586,2,0,0
0.923107645,103.0771793,107.0771793,940.5316132,0.112867884,10.39718252,2,1,0
4.571101198,68.54201828,72.54201828,940.4575042,0.113048202,4.676744945,2,0,0
3.671007607,68.20955104,71.20955104,940.0241303,0.113928475,4.535364061,2,0,0
0.098094651,78.32492151,81.32492151,939.9543818,0.114022829,5.943264167,2,0,0
0.819560152,65.00091838,68.00091838,939.663509,0.115844084,4.060579794,2,0,0
0.531132386,95.25539177,97.25539177,939.6194195,0.116003001,8.499278214,2,0,0
2.459155691,116.9998519,118.9998519,939.4334119,0.117079058,12.65862431,3,1,0
3.512687757,107.8243272,110.8243272,939.3675821,0.117747339,10.80351776,2,1,0
1.552150352,68.400877,72.400877,939.3537603,0.119083074,4.42717086,2,0,0
2.712517097,65.53578665,68.53578665,939.297534,0.122168109,3.914126738,2,0,0
2.329583624,76.48028334,80.48028334,939.0399591,0.122392636,5.355495057,2,0,0
1.788899574,83.79381741,86.79381741,938.9710828,0.122505409,6.322564746,2,0,0
4.259600019,87.5977222,89.5977222,938.9091127,0.124823231,6.696853654,2,0,0
