load,tot,bot,ov,mio,vibration,vib_level,bulging,threat
0.294023611,70.53279256,72.53279256,988.1588028,3.231176648,23.71746979,4,0,0
0.062767208,65.25214223,69.25214223,986.1422608,2.835103961,19.90960438,4,0,0
0.073192831,65.34286019,69.34286019,985.9431293,2.23435126,15.71452778,4,0,0
0.09530512,65.58131621,68.58131621,979.5882114,2.106196065,14.74555294,4,0,0
0.623434135,89.8748877,92.8748877,978.017854,2.057792299,19.54128218,4,0,2
0.159468851,66.62754013,70.62754013,977.5542905,1.975930124,14.27594206,4,0,0
0.068639819,65.30153118,67.30153118,975.755231,1.964227151,13.54801805,4,0,0
0.177250511,67.01073559,71.01073559,971.7278263,1.96036803,14.32573732,4,0,0
0.166346503,66.77095418,68.77095418,970.601828,1.959423255,13.88328386,4,0,0
0.35280683,72.96625019,76.96625019,969.4512098,1.929059464,15.31510527,4,0,0
0.15556119,66.54875417,70.54875417,968.331431,1.895378489,13.80896941,4,0,0
0.139918431,66.25293871,69.25293871,968.0352696,1.888953521,13.51351408,4,0,0
0.531367207,83.07047097,85.07047097,967.92012,1.882627978,16.54641178,4,0,1
0.110004256,65.77445992,69.77445992,965.5975833,1.874866552,13.54785921,4,0,0
0.231679554,68.43522661,71.43522661,964.9415656,1.855295723,13.73487008,4,0,0
0.341727602,72.47377624,74.47377624,964.7212002,1.845178464,14.24426124,4,0,0
0.18780258,67.25726778,70.25726778,964.3122159,1.84409131,13.43556732,4,0,0
0.365293199,73.54010378,75.54010378,964.1982645,1.837783475,14.39811287,4,0,0
0.09816993,65.61678945,67.61678945,963.982367,1.811993581,12.70989933,4,0,0
0.171474864,66.88183227,69.88183227,963.1578317,1.811483459,13.1432024,4,0,0
0.108427766,65.75242115,69.75242115,962.6376301,1.806462578,13.08957125,4,0,0
0.358534434,73.2270042,76.2270042,962.456338,1.800141965,14.25721082,4,0,0
0.193832632,67.40454971,71.40454971,961.798455,1.79280565,13.30990703,4,0,0
0.2617064,69.38337534,73.38337534,961.2268208,1.788114681,13.65108504,4,0,0
0.513365916,81.86685211,85.86685211,960.2597746,1.780304532,15.91956156,4,0,1
0.066595412,65.28383673,67.28383673,960.2374077,1.769747211,12.400619,4,0,0
0.038070802,65.0927607,67.0927607,960.1068138,1.762872569,12.31904469,4,0,0
0.128373774,66.05470885,70.05470885,960.038039,1.76107681,12.85071197,4,0,0
0.071033154,65.32292538,68.32292538,959.6529412,1.760764761,12.53584439,4,0,0
0.079519089,65.40469027,69.40469027,959.1892271,1.750293507,12.66471467,4,0,0
0.461590785,78.63622739,80.63622739,958.6352237,1.736751376,14.60879753,4,0,0
0.139335453,66.24251959,68.24251959,958.0518615,1.730578974,12.32700173,4,0,0
0.401697102,75.32707595,77.32707595,956.9546574,1.728747961,13.969212,4,0,0
0.087058688,65.48506977,69.48506977,956.6733821,1.721257534,12.50183209,4,0,0
0.448169984,77.85480539,81.85480539,956.3149823,1.718915627,14.71288296,4,0,0
0.353080152,72.97859799,76.97859799,956.0005905,1.717458224,13.8292306,4,0,0
0.218687378,68.06074684,72.06074684,955.895769,1.708616489,12.88050269,4,0,0
0.117450815,65.88286042,67.88286042,955.8813961,1.707235692,12.1241027,4,0,0
0.330054897,71.97191906,74.97191906,955.7666341,1.700329199,13.33766409,4,0,0
0.162078242,66.68123883,70.68123883,955.4956599,1.69657522,12.55013951,4,0,0
0.295539945,70.590007,73.590007,955.2481938,1.69644878,13.06903048,4,0,0
0.036445575,65.08500992,67.08500992,955.1255296,1.681022654,11.80697384,4,0,0
0.097338869,65.60639075,69.60639075,955.1194662,1.678875357,12.2351662,4,0,0
0.22394401,68.20965885,71.20965885,955.0691441,1.678410153,12.51417399,4,0,0
0.418698882,76.21976024,79.21976024,954.8305404,1.676185134,13.90686397,4,0,0
0.330151364,71.97599509,74.97599509,954.5035605,1.673350481,13.14412252,4,0,0
